session_id;game_id;player_id;start;end;lastControl
26;2;0;2020-01-06 01:23:33;2020-01-06 01:27:17;2020-01-06 01:32:32
27;2;7;2020-01-06 09:13:06;2020-01-06 09:13:42;2020-01-06 09:24:08
28;2;8;2020-01-06 11:49:12;2020-01-06 11:55:53;2020-01-06 11:54:22
29;2;9;2020-01-06 09:19:58;2020-01-06 09:23:40;2020-01-06 09:27:04
30;2;11;2020-01-06 01:20:10;2020-01-06 01:21:25;2020-01-06 01:26:41
31;2;3;2020-01-07 10:37:49;2020-01-07 10:42:31;2020-01-07 10:42:38
32;2;7;2020-01-07 01:33:39;2020-01-07 01:38:54;2020-01-07 01:42:31
33;2;8;2020-01-07 23:26:46;2020-01-07 23:28:34;2020-01-07 23:33:12
34;2;7;2020-01-08 09:23:17;2020-01-08 09:24:33;2020-01-08 09:38:16
35;2;8;2020-01-08 16:40:30;2020-01-08 16:42:14;2020-01-08 16:43:44
36;2;8;2020-01-09 06:41:45;2020-01-09 06:44:52;2020-01-09 06:48:13
37;2;7;2020-01-10 09:07:45;2020-01-10 09:11:12;2020-01-10 09:10:06
38;2;3;2020-01-11 18:52:35;2020-01-11 18:56:14;2020-01-11 18:54:55
39;2;6;2020-01-11 04:37:10;2020-01-11 04:39:52;2020-01-11 04:45:03
40;2;7;2020-01-11 18:12:58;2020-01-11 18:20:41;2020-01-11 18:24:17
41;2;3;2020-01-12 13:15:33;2020-01-12 13:17:43;2020-01-12 13:19:04
42;2;7;2020-01-12 10:04:03;2020-01-12 10:08:08;2020-01-12 10:12:20
43;2;9;2020-01-12 16:44:45;2020-01-12 16:49:42;2020-01-12 16:53:10
44;2;3;2020-01-13 15:59:40;2020-01-13 16:05:13;2020-01-13 16:02:04
45;2;7;2020-01-13 23:28:01;2020-01-13 23:30:51;2020-01-13 23:34:26
46;2;9;2020-01-13 21:05:57;2020-01-13 21:13:50;2020-01-13 21:11:50
47;2;12;2020-01-13 08:02:21;2020-01-13 08:04:03;2020-01-13 08:03:04
48;2;2;2020-01-14 06:30:23;2020-01-14 06:30:58;2020-01-14 06:44:38
49;2;3;2020-01-14 01:22:28;2020-01-14 01:30:20;2020-01-14 01:25:07
50;2;7;2020-01-14 03:10:22;2020-01-14 03:20:49;2020-01-14 03:26:36
51;2;9;2020-01-14 06:57:25;2020-01-14 07:04:22;2020-01-14 07:00:47
52;2;2;2020-01-15 09:47:08;2020-01-15 09:55:06;2020-01-15 10:00:15
53;2;7;2020-01-15 11:42:35;2020-01-15 11:51:06;2020-01-15 11:54:12
54;2;9;2020-01-15 16:10:36;2020-01-15 16:17:34;2020-01-15 16:16:00
55;2;2;2020-01-16 13:47:52;2020-01-16 13:56:17;2020-01-16 13:55:47
56;2;7;2020-01-16 14:03:51;2020-01-16 14:12:52;2020-01-16 14:07:13
57;2;9;2020-01-16 14:21:03;2020-01-16 14:23:56;2020-01-16 14:27:44
58;2;2;2020-01-17 04:53:05;2020-01-17 05:00:35;2020-01-17 05:05:19
59;2;7;2020-01-17 10:39:32;2020-01-17 10:42:44;2020-01-17 10:47:33
60;2;9;2020-01-17 08:20:44;2020-01-17 08:24:18;2020-01-17 08:27:23
61;2;13;2020-01-17 05:38:24;2020-01-17 05:39:11;2020-01-17 05:51:51
62;2;9;2020-01-18 10:59:11;2020-01-18 11:04:33;2020-01-18 11:03:55
63;2;2;2020-01-19 19:45:44;2020-01-19 19:48:04;2020-01-19 19:56:57
64;2;5;2020-01-19 18:06:18;2020-01-19 18:13:07;2020-01-19 18:12:25
65;2;6;2020-01-19 19:26:00;2020-01-19 19:30:30;2020-01-19 19:38:43
66;2;9;2020-01-19 20:11:56;2020-01-19 20:21:12;2020-01-19 20:14:41
67;2;12;2020-01-19 15:59:58;2020-01-19 16:04:00;2020-01-19 16:06:58
68;2;2;2020-01-20 22:54:27;2020-01-20 22:55:19;2020-01-20 23:05:42
69;2;5;2020-01-20 23:50:11;2020-01-20 23:51:17;2020-01-20 23:59:49
70;2;9;2020-01-20 15:20:27;2020-01-20 15:34:38;2020-01-20 15:25:39
71;2;12;2020-01-20 03:31:52;2020-01-20 03:39:50;2020-01-20 03:37:07
72;2;2;2020-01-21 11:05:12;2020-01-21 11:11:33;2020-01-21 11:19:00
73;2;5;2020-01-21 05:46:18;2020-01-21 05:50:09;2020-01-21 05:54:29
74;2;9;2020-01-21 00:45:55;2020-01-21 00:55:03;2020-01-21 00:49:16
75;2;12;2020-01-21 13:56:31;2020-01-21 14:02:20;2020-01-21 14:02:33
76;2;13;2020-01-21 04:51:54;2020-01-21 04:58:21;2020-01-21 04:56:52
77;2;5;2020-01-22 10:30:07;2020-01-22 10:37:56;2020-01-22 10:41:17
78;2;12;2020-01-22 13:56:50;2020-01-22 14:04:33;2020-01-22 14:09:33
79;2;13;2020-01-22 22:04:05;2020-01-22 22:10:02;2020-01-22 22:19:10
80;2;5;2020-01-23 09:58:06;2020-01-23 10:01:22;2020-01-23 10:08:23
81;2;12;2020-01-23 07:45:17;2020-01-23 07:48:07;2020-01-23 07:58:55
82;2;13;2020-01-23 17:20:41;2020-01-23 17:31:53;2020-01-23 17:32:37
83;2;12;2020-01-24 21:47:14;2020-01-24 21:55:22;2020-01-24 21:57:47
84;2;13;2020-01-24 13:12:36;2020-01-24 13:15:02;2020-01-24 13:26:25
85;2;12;2020-01-25 16:08:43;2020-01-25 16:12:25;2020-01-25 16:20:32
86;2;13;2020-01-25 12:25:05;2020-01-25 12:33:05;2020-01-25 12:31:08
87;2;9;2020-01-26 14:49:48;2020-01-26 15:00:20;2020-01-26 14:54:21
88;2;12;2020-01-26 13:04:52;2020-01-26 13:11:10;2020-01-26 13:19:37
89;2;13;2020-01-26 19:48:26;2020-01-26 19:57:14;2020-01-26 19:54:24
90;2;13;2020-01-26 09:24:20;2020-01-26 09:30:45;2020-01-26 09:31:09
91;2;9;2020-01-27 05:28:49;2020-01-27 05:34:31;2020-01-27 05:30:44
92;2;12;2020-01-27 20:48:11;2020-01-27 20:50:57;2020-01-27 21:02:25
93;2;13;2020-01-27 07:52:38;2020-01-27 07:55:12;2020-01-27 08:05:21
94;2;12;2020-01-28 10:28:01;2020-01-28 10:34:00;2020-01-28 10:38:41
95;2;13;2020-01-28 22:20:23;2020-01-28 22:32:05;2020-01-28 22:30:27
96;2;13;2020-01-29 17:57:20;2020-01-29 17:59:58;2020-01-29 18:02:07
97;2;12;2020-01-30 21:45:04;2020-01-30 21:51:50;2020-01-30 21:54:56
98;2;13;2020-01-30 01:14:54;2020-01-30 01:25:25;2020-01-30 01:27:48
99;2;9;2020-01-31 22:42:59;2020-01-31 22:46:33;2020-01-31 22:50:03
100;2;12;2020-01-31 01:31:03;2020-01-31 01:37:52;2020-01-31 01:40:31
101;2;13;2020-01-31 03:08:13;2020-01-31 03:11:49;2020-01-31 03:16:20
102;2;13;2020-01-31 14:34:54;2020-01-31 14:44:39;2020-01-31 14:44:16
103;2;9;2020-02-01 10:44:41;2020-02-01 10:52:53;2020-02-01 10:52:28
104;2;12;2020-02-01 10:30:47;2020-02-01 10:31:02;2020-02-01 10:40:12
105;2;13;2020-02-01 23:36:55;2020-02-01 23:46:20;2020-02-01 23:46:32
106;2;12;2020-02-01 17:07:20;2020-02-01 17:16:13;2020-02-01 17:16:38
107;2;9;2020-02-02 13:39:45;2020-02-02 13:41:15;2020-02-02 13:46:26
108;2;12;2020-02-02 07:32:54;2020-02-02 07:42:57;2020-02-02 07:41:34
109;2;13;2020-02-02 05:41:31;2020-02-02 05:53:37;2020-02-02 05:49:53
110;2;14;2020-02-02 22:52:28;2020-02-02 22:54:00;2020-02-02 23:06:32
111;2;13;2020-02-02 01:42:45;2020-02-02 01:48:15;2020-02-02 02:02:32
112;2;9;2020-02-03 06:17:55;2020-02-03 06:31:50;2020-02-03 06:19:54
113;2;14;2020-02-03 10:12:33;2020-02-03 10:24:13;2020-02-03 10:23:35
114;2;15;2020-02-03 18:43:12;2020-02-03 18:44:22;2020-02-03 18:50:24
115;2;9;2020-02-04 06:58:10;2020-02-04 07:09:21;2020-02-04 07:03:17
116;2;12;2020-02-04 14:31:22;2020-02-04 14:35:38;2020-02-04 14:42:08
117;2;13;2020-02-04 14:26:36;2020-02-04 14:37:52;2020-02-04 14:31:26
118;2;14;2020-02-04 17:09:33;2020-02-04 17:24:47;2020-02-04 17:15:49
119;2;15;2020-02-04 12:27:53;2020-02-04 12:32:51;2020-02-04 12:32:46
120;2;9;2020-02-05 09:46:10;2020-02-05 09:58:10;2020-02-05 09:54:12
121;2;12;2020-02-05 16:54:43;2020-02-05 17:02:25;2020-02-05 17:03:33
122;2;13;2020-02-05 20:06:23;2020-02-05 20:15:13;2020-02-05 20:16:40
123;2;14;2020-02-05 20:17:54;2020-02-05 20:22:55;2020-02-05 20:29:22
124;2;15;2020-02-05 16:42:16;2020-02-05 16:44:34;2020-02-05 16:47:03
125;2;5;2020-02-06 22:25:12;2020-02-06 22:32:42;2020-02-06 22:33:50
126;2;9;2020-02-06 19:54:09;2020-02-06 20:04:16;2020-02-06 19:57:50
127;2;11;2020-02-06 00:34:25;2020-02-06 00:34:41;2020-02-06 00:38:54
128;2;12;2020-02-06 11:24:27;2020-02-06 11:26:19;2020-02-06 11:36:33
129;2;13;2020-02-06 14:52:30;2020-02-06 14:58:29;2020-02-06 15:01:52
130;2;14;2020-02-06 16:43:58;2020-02-06 16:53:22;2020-02-06 16:47:58
131;2;15;2020-02-06 08:26:18;2020-02-06 08:28:42;2020-02-06 08:32:59
132;2;5;2020-02-07 00:07:30;2020-02-07 00:13:23;2020-02-07 00:22:25
133;2;9;2020-02-07 17:39:57;2020-02-07 17:47:53;2020-02-07 17:46:46
134;2;12;2020-02-07 20:12:25;2020-02-07 20:15:25;2020-02-07 20:21:51
135;2;13;2020-02-07 11:49:58;2020-02-07 11:59:59;2020-02-07 12:00:48
136;2;14;2020-02-07 20:42:51;2020-02-07 20:43:59;2020-02-07 20:47:01
137;2;15;2020-02-07 19:15:37;2020-02-07 19:17:53;2020-02-07 19:18:03
138;2;13;2020-02-07 12:13:47;2020-02-07 12:25:22;2020-02-07 12:22:59
139;2;14;2020-02-07 23:47:01;2020-02-07 23:53:54;2020-02-07 23:55:25
140;2;9;2020-02-08 12:39:05;2020-02-08 12:49:55;2020-02-08 12:46:40
141;2;12;2020-02-08 06:27:21;2020-02-08 06:35:50;2020-02-08 06:35:11
142;2;13;2020-02-08 06:40:45;2020-02-08 06:47:55;2020-02-08 06:56:45
143;2;14;2020-02-08 23:39:12;2020-02-08 23:47:50;2020-02-08 23:54:26
144;2;15;2020-02-08 21:26:02;2020-02-08 21:30:18;2020-02-08 21:31:35
145;2;9;2020-02-09 17:42:59;2020-02-09 17:50:01;2020-02-09 17:46:48
146;2;13;2020-02-09 15:56:15;2020-02-09 16:11:54;2020-02-09 16:02:33
147;2;14;2020-02-09 22:03:28;2020-02-09 22:06:56;2020-02-09 22:15:37
148;2;15;2020-02-09 04:00:01;2020-02-09 04:02:21;2020-02-09 04:02:29
149;2;5;2020-02-10 17:34:48;2020-02-10 17:46:30;2020-02-10 17:45:11
150;2;9;2020-02-10 06:46:33;2020-02-10 06:49:15;2020-02-10 06:51:55
151;2;13;2020-02-10 00:32:38;2020-02-10 00:41:20;2020-02-10 00:40:51
152;2;14;2020-02-10 03:17:36;2020-02-10 03:30:14;2020-02-10 03:30:47
153;2;5;2020-02-11 14:06:18;2020-02-11 14:12:51;2020-02-11 14:18:32
154;2;14;2020-02-11 18:16:06;2020-02-11 18:23:47;2020-02-11 18:23:30
155;2;5;2020-02-12 12:50:52;2020-02-12 12:57:18;2020-02-12 13:02:43
156;2;12;2020-02-12 16:20:17;2020-02-12 16:23:09;2020-02-12 16:31:31
157;2;14;2020-02-12 19:38:15;2020-02-12 19:45:17;2020-02-12 19:47:33
158;2;12;2020-02-13 13:11:09;2020-02-13 13:15:29;2020-02-13 13:20:03
159;2;13;2020-02-13 02:45:25;2020-02-13 02:48:29;2020-02-13 02:54:46
160;2;14;2020-02-13 12:50:18;2020-02-13 12:54:13;2020-02-13 12:59:30
161;2;12;2020-02-13 10:48:06;2020-02-13 10:50:58;2020-02-13 11:01:01
162;2;14;2020-02-14 06:48:56;2020-02-14 06:53:58;2020-02-14 07:00:52
163;2;7;2020-02-16 09:09:12;2020-02-16 09:14:25;2020-02-16 09:14:20
164;2;8;2020-02-16 16:48:00;2020-02-16 16:54:15;2020-02-16 16:51:13
165;2;8;2020-02-17 03:17:04;2020-02-17 03:20:15;2020-02-17 03:26:11
166;2;14;2020-02-17 13:53:07;2020-02-17 14:00:43;2020-02-17 14:00:02
167;2;5;2020-02-18 07:45:59;2020-02-18 07:50:33;2020-02-18 07:57:47
168;2;9;2020-02-18 18:49:52;2020-02-18 18:59:15;2020-02-18 18:55:28
169;2;14;2020-02-18 16:33:15;2020-02-18 16:36:17;2020-02-18 16:49:36
170;2;9;2020-02-19 14:50:49;2020-02-19 14:58:41;2020-02-19 14:54:54
171;2;13;2020-02-19 10:23:18;2020-02-19 10:30:47;2020-02-19 10:36:09
172;2;14;2020-02-19 06:51:24;2020-02-19 06:57:38;2020-02-19 07:07:09
173;2;8;2020-02-20 16:44:24;2020-02-20 16:46:10;2020-02-20 16:48:16
174;2;9;2020-02-20 18:47:53;2020-02-20 18:49:58;2020-02-20 18:53:55
175;2;13;2020-02-20 15:13:07;2020-02-20 15:19:00;2020-02-20 15:24:27
176;2;14;2020-02-20 19:20:45;2020-02-20 19:31:01;2020-02-20 19:32:33
177;2;5;2020-02-21 16:30:22;2020-02-21 16:41:05;2020-02-21 16:36:54
178;2;7;2020-02-21 12:39:31;2020-02-21 12:49:20;2020-02-21 12:51:09
179;2;8;2020-02-21 20:02:56;2020-02-21 20:11:20;2020-02-21 20:08:41
180;2;9;2020-02-21 05:46:08;2020-02-21 05:56:12;2020-02-21 05:52:17
181;2;13;2020-02-21 19:17:53;2020-02-21 19:28:40;2020-02-21 19:30:31
182;2;14;2020-02-21 18:01:47;2020-02-21 18:06:32;2020-02-21 18:14:24
183;2;13;2020-02-21 10:59:32;2020-02-21 11:08:23;2020-02-21 11:07:18
184;2;5;2020-02-22 18:47:50;2020-02-22 18:53:19;2020-02-22 18:59:11
185;2;8;2020-02-22 17:33:52;2020-02-22 17:41:51;2020-02-22 17:37:10
186;2;9;2020-02-22 10:22:56;2020-02-22 10:27:27;2020-02-22 10:29:07
187;2;13;2020-02-22 02:03:34;2020-02-22 02:12:14;2020-02-22 02:10:27
188;2;14;2020-02-22 11:36:08;2020-02-22 11:46:46;2020-02-22 11:44:23
189;2;5;2020-02-23 17:22:52;2020-02-23 17:28:17;2020-02-23 17:36:53
190;2;8;2020-02-23 15:33:59;2020-02-23 15:39:57;2020-02-23 15:35:29
191;2;13;2020-02-23 00:12:47;2020-02-23 00:20:51;2020-02-23 00:21:29
192;2;14;2020-02-23 07:04:58;2020-02-23 07:13:06;2020-02-23 07:14:52
193;2;16;2020-02-23 03:47:21;2020-02-23 03:48:44;2020-02-23 03:52:51
194;2;5;2020-02-24 08:06:55;2020-02-24 08:10:25;2020-02-24 08:12:08
195;2;13;2020-02-24 01:54:22;2020-02-24 02:05:55;2020-02-24 02:09:03
196;2;0;2020-02-25 09:24:29;2020-02-25 09:25:57;2020-02-25 09:28:16
197;2;5;2020-02-25 08:40:58;2020-02-25 08:51:34;2020-02-25 08:43:58
198;2;13;2020-02-25 09:00:25;2020-02-25 09:07:32;2020-02-25 09:07:41
199;2;13;2020-02-25 21:52:03;2020-02-25 22:03:19;2020-02-25 22:01:42
200;2;0;2020-02-26 15:34:39;2020-02-26 15:42:03;2020-02-26 15:39:09
201;2;5;2020-02-26 22:15:48;2020-02-26 22:19:20;2020-02-26 22:18:46
202;2;7;2020-02-26 19:21:31;2020-02-26 19:22:51;2020-02-26 19:27:59
203;2;12;2020-02-26 16:04:44;2020-02-26 16:17:18;2020-02-26 16:06:36
204;2;13;2020-02-26 22:57:03;2020-02-26 23:09:50;2020-02-26 23:08:21
205;2;16;2020-02-26 23:21:22;2020-02-26 23:25:28;2020-02-26 23:27:49
206;2;0;2020-02-27 06:10:20;2020-02-27 06:15:37;2020-02-27 06:15:32
207;2;5;2020-02-27 10:42:03;2020-02-27 10:45:01;2020-02-27 10:53:49
208;2;7;2020-02-27 05:14:19;2020-02-27 05:17:26;2020-02-27 05:22:25
209;2;12;2020-02-27 02:37:55;2020-02-27 02:46:13;2020-02-27 02:49:19
210;2;13;2020-02-27 16:30:32;2020-02-27 16:39:57;2020-02-27 16:40:51
211;2;14;2020-02-27 17:41:11;2020-02-27 17:49:04;2020-02-27 17:49:49
212;2;16;2020-02-27 10:09:15;2020-02-27 10:13:24;2020-02-27 10:16:32
213;2;7;2020-02-27 15:23:12;2020-02-27 15:28:09;2020-02-27 15:40:38
214;2;13;2020-02-27 14:28:08;2020-02-27 14:38:38;2020-02-27 14:31:52
215;2;0;2020-02-28 05:36:32;2020-02-28 05:39:11;2020-02-28 05:41:57
216;2;7;2020-02-28 09:12:07;2020-02-28 09:19:03;2020-02-28 09:16:14
217;2;13;2020-02-28 03:52:58;2020-02-28 04:05:07;2020-02-28 04:05:52
218;2;14;2020-02-28 23:09:59;2020-02-28 23:16:03;2020-02-28 23:21:02
219;2;16;2020-02-28 21:18:25;2020-02-28 21:20:51;2020-02-28 21:21:13
220;2;0;2020-02-29 06:15:48;2020-02-29 06:18:29;2020-02-29 06:21:09
221;2;7;2020-02-29 13:10:49;2020-02-29 13:14:44;2020-02-29 13:17:02
222;2;13;2020-02-29 07:36:20;2020-02-29 07:48:17;2020-02-29 07:52:28
223;2;14;2020-02-29 01:22:57;2020-02-29 01:29:15;2020-02-29 01:37:24
224;2;16;2020-02-29 22:41:51;2020-02-29 22:43:17;2020-02-29 22:48:09
225;2;7;2020-03-01 20:26:27;2020-03-01 20:31:10;2020-03-01 20:37:38
226;2;8;2020-03-01 22:12:49;2020-03-01 22:18:59;2020-03-01 22:18:45
227;2;16;2020-03-01 08:30:50;2020-03-01 08:36:19;2020-03-01 08:38:50
228;2;7;2020-03-02 16:50:20;2020-03-02 17:01:35;2020-03-02 17:02:57
229;2;8;2020-03-02 21:04:25;2020-03-02 21:13:14;2020-03-02 21:09:44
230;2;16;2020-03-02 00:57:00;2020-03-02 01:03:49;2020-03-02 01:01:09
231;2;7;2020-03-03 19:54:54;2020-03-03 20:01:16;2020-03-03 20:01:53
232;2;8;2020-03-03 12:37:27;2020-03-03 12:40:42;2020-03-03 12:41:02
233;2;12;2020-03-03 11:24:12;2020-03-03 11:32:41;2020-03-03 11:34:02
234;2;14;2020-03-03 18:56:52;2020-03-03 19:00:28;2020-03-03 19:03:41
235;2;16;2020-03-03 17:59:39;2020-03-03 18:01:44;2020-03-03 18:03:03
236;2;7;2020-03-04 19:17:35;2020-03-04 19:26:53;2020-03-04 19:22:46
237;2;8;2020-03-04 16:15:19;2020-03-04 16:17:21;2020-03-04 16:20:53
238;2;12;2020-03-04 01:17:44;2020-03-04 01:30:11;2020-03-04 01:35:00
239;2;14;2020-03-04 03:14:42;2020-03-04 03:18:03;2020-03-04 03:19:19
240;2;16;2020-03-04 10:41:12;2020-03-04 10:48:29;2020-03-04 10:47:53
241;2;7;2020-03-04 15:40:22;2020-03-04 15:52:39;2020-03-04 15:49:36
242;2;14;2020-03-04 06:09:28;2020-03-04 06:11:50;2020-03-04 06:21:44
243;2;7;2020-03-05 12:47:18;2020-03-05 12:54:14;2020-03-05 12:54:29
244;2;8;2020-03-05 04:56:46;2020-03-05 04:59:26;2020-03-05 04:57:04
245;2;12;2020-03-05 16:03:41;2020-03-05 16:15:44;2020-03-05 16:09:43
246;2;14;2020-03-05 00:05:54;2020-03-05 00:09:38;2020-03-05 00:17:33
247;2;16;2020-03-05 17:30:30;2020-03-05 17:34:17;2020-03-05 17:33:26
248;2;8;2020-03-06 10:07:35;2020-03-06 10:11:47;2020-03-06 10:10:31
249;2;12;2020-03-06 20:48:24;2020-03-06 20:49:39;2020-03-06 20:59:23
250;2;14;2020-03-06 00:27:39;2020-03-06 00:35:18;2020-03-06 00:39:05
251;2;16;2020-03-06 02:23:54;2020-03-06 02:35:00;2020-03-06 02:28:16
252;2;8;2020-03-07 17:21:54;2020-03-07 17:26:34;2020-03-07 17:27:00
253;2;12;2020-03-07 14:17:24;2020-03-07 14:27:57;2020-03-07 14:32:14
254;2;8;2020-03-08 00:01:27;2020-03-08 00:05:26;2020-03-08 00:10:19
255;2;12;2020-03-08 03:35:46;2020-03-08 03:37:51;2020-03-08 03:49:20
256;2;14;2020-03-08 14:35:10;2020-03-08 14:41:58;2020-03-08 14:45:04
257;2;8;2020-03-09 09:09:09;2020-03-09 09:11:34;2020-03-09 09:14:29
258;2;12;2020-03-09 20:09:39;2020-03-09 20:17:25;2020-03-09 20:19:14
259;2;14;2020-03-09 03:54:09;2020-03-09 04:00:29;2020-03-09 03:55:54
260;2;14;2020-03-09 14:33:51;2020-03-09 14:42:02;2020-03-09 14:46:29
261;2;12;2020-03-10 03:54:03;2020-03-10 04:04:26;2020-03-10 04:07:00
262;2;14;2020-03-10 12:52:54;2020-03-10 12:57:44;2020-03-10 13:06:23
263;2;16;2020-03-10 13:20:21;2020-03-10 13:25:18;2020-03-10 13:26:11
264;2;8;2020-03-11 14:55:58;2020-03-11 14:59:46;2020-03-11 14:57:43
265;2;12;2020-03-11 12:43:59;2020-03-11 12:51:20;2020-03-11 12:54:13
266;2;14;2020-03-11 23:32:54;2020-03-11 23:37:05;2020-03-11 23:45:23
267;2;16;2020-03-11 00:22:19;2020-03-11 00:30:30;2020-03-11 00:30:49
268;2;8;2020-03-12 02:09:36;2020-03-12 02:16:29;2020-03-12 02:14:10
269;2;12;2020-03-12 12:14:59;2020-03-12 12:24:02;2020-03-12 12:28:12
270;2;13;2020-03-12 07:04:36;2020-03-12 07:12:06;2020-03-12 07:14:07
271;2;14;2020-03-12 02:35:31;2020-03-12 02:36:45;2020-03-12 02:40:20
272;2;8;2020-03-13 08:29:14;2020-03-13 08:31:31;2020-03-13 08:35:48
273;2;12;2020-03-13 16:27:23;2020-03-13 16:35:28;2020-03-13 16:45:21
274;2;13;2020-03-13 19:54:42;2020-03-13 20:06:51;2020-03-13 20:02:27
275;2;16;2020-03-13 20:58:07;2020-03-13 21:07:21;2020-03-13 21:04:02
276;2;8;2020-03-14 21:35:29;2020-03-14 21:37:43;2020-03-14 21:42:29
277;2;12;2020-03-14 20:32:25;2020-03-14 20:42:05;2020-03-14 20:37:12
278;2;13;2020-03-14 11:58:09;2020-03-14 12:06:09;2020-03-14 12:06:04
279;2;16;2020-03-14 04:08:12;2020-03-14 04:15:43;2020-03-14 04:11:43
280;2;8;2020-03-15 19:40:15;2020-03-15 19:46:18;2020-03-15 19:41:54
281;2;12;2020-03-15 04:46:04;2020-03-15 04:58:10;2020-03-15 04:59:09
282;2;13;2020-03-15 05:30:33;2020-03-15 05:39:21;2020-03-15 05:36:17
283;2;16;2020-03-15 22:21:31;2020-03-15 22:30:11;2020-03-15 22:25:37
284;2;8;2020-03-15 06:56:21;2020-03-15 07:03:08;2020-03-15 07:01:16
285;2;12;2020-03-16 15:25:51;2020-03-16 15:36:47;2020-03-16 15:43:12
286;2;13;2020-03-16 10:01:13;2020-03-16 10:04:14;2020-03-16 10:07:30
287;2;16;2020-03-16 20:21:54;2020-03-16 20:22:09;2020-03-16 20:27:55
288;2;8;2020-03-17 16:53:34;2020-03-17 16:58:25;2020-03-17 16:58:11
289;2;12;2020-03-17 08:38:40;2020-03-17 08:50:53;2020-03-17 08:43:54
290;2;13;2020-03-17 01:39:45;2020-03-17 01:54:50;2020-03-17 01:45:21
291;2;16;2020-03-17 18:18:42;2020-03-17 18:24:05;2020-03-17 18:23:58
292;2;8;2020-03-18 20:12:35;2020-03-18 20:20:22;2020-03-18 20:15:17
293;2;12;2020-03-18 14:13:16;2020-03-18 14:25:48;2020-03-18 14:26:02
294;2;16;2020-03-18 07:01:04;2020-03-18 07:12:04;2020-03-18 07:06:51
295;2;5;2020-03-19 21:16:48;2020-03-19 21:26:28;2020-03-19 21:27:30
296;2;8;2020-03-19 05:04:38;2020-03-19 05:04:50;2020-03-19 05:08:56
297;2;12;2020-03-19 08:15:57;2020-03-19 08:21:11;2020-03-19 08:28:27
298;2;13;2020-03-19 20:25:16;2020-03-19 20:36:42;2020-03-19 20:37:33
299;2;14;2020-03-19 02:28:56;2020-03-19 02:35:15;2020-03-19 02:37:05
300;2;5;2020-03-20 11:38:27;2020-03-20 11:42:47;2020-03-20 11:47:08
301;2;8;2020-03-20 00:15:53;2020-03-20 00:24:56;2020-03-20 00:20:37
302;2;12;2020-03-20 16:29:52;2020-03-20 16:34:56;2020-03-20 16:37:19
303;2;13;2020-03-20 15:26:30;2020-03-20 15:38:17;2020-03-20 15:40:27
304;2;14;2020-03-20 04:14:29;2020-03-20 04:21:33;2020-03-20 04:29:02
305;2;5;2020-03-21 21:24:11;2020-03-21 21:32:55;2020-03-21 21:35:55
306;2;7;2020-03-21 17:18:58;2020-03-21 17:23:33;2020-03-21 17:37:00
307;2;12;2020-03-21 21:13:05;2020-03-21 21:22:03;2020-03-21 21:23:21
308;2;13;2020-03-21 06:25:31;2020-03-21 06:38:52;2020-03-21 06:31:33
309;2;14;2020-03-21 07:31:26;2020-03-21 07:34:46;2020-03-21 07:39:08
